"idpub","brdxdy","sexrsp","deatyr","POP57","PI5760","DGLEV","EDYRCM","YRER74","RU024REC","MZ023RER","GI503RE","gu024re","IZ023RER","HD201KD","hi503rea","HU024RE","jz023rer","q1i503rea","Q1U024RE","q1c003re","q1z023rer"
916034,1939,2,-2,3,40,-2,-2,65,0,2,10,0,2,6,-30,-30,5,NA,NA,NA,NA
916038,1939,2,-2,6,397,2,5,0,0,NA,11,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
916041,1939,2,-2,9,154,1,2,28,0,2,6,0,2,3,-30,-30,2,6,-2,1,0
916044,1939,2,1998,4,19,-2,-2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916047,1939,2,-2,4,-3,-2,-2,0,0,4,8,0,4,3,9,-2,7,8,-2,1,0
916051,1939,2,2003,6,78,-2,-2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916052,1938,1,2015,6,148,-2,3,0,0,20,12,0,NA,4,2,-2,6,NA,NA,NA,NA
916062,1939,1,-2,9,64,-2,2,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916065,1939,2,2013,3,11,-2,-3,-3,7,2,10,6,2,3,8,-2,8,NA,NA,NA,NA
916074,1938,1,-2,5,80,-2,-2,191,0,1,4,7,10,4,6,-2,0,NA,NA,NA,NA
916078,1939,2,2021,5,29,-2,-2,39,-2,0,8,6,4,4,10,-2,1,NA,NA,NA,NA
916080,1937,2,-2,9,93,-2,-2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916088,1938,2,-2,9,86,-2,-2,0,0,4,10,0,4,3,6,-2,4,8,-2,1,2
916093,1939,1,-2,7,92,2,4,161,-2,0,-2,-2,3,5,-2,-2,0,NA,NA,NA,NA
916096,1939,2,-2,5,88,2,4,225,0,12,10,0,20,NA,NA,NA,NA,NA,NA,NA,NA
916105,1939,2,-2,4,51,-2,-2,16,-3,2,4,0,0,4,-30,-30,0,5,-2,1,0
916107,1939,2,-2,2,30,-2,-2,70,-2,8,-2,-2,3,0,-2,-2,2,NA,NA,NA,NA
916111,1939,2,2002,3,63,-2,-2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916114,1939,2,-2,2,-3,-2,-2,50,-2,4,-2,-2,7,2,-2,-2,4,5,-2,1,0
916118,1939,1,2016,3,41,-2,-2,50,0,12,5,0,4,7,9,-2,1,NA,NA,NA,NA
916121,1939,2,2017,6,-3,-2,-2,80,-2,1,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
916122,1940,2,-2,6,42,-2,-2,9,-2,0,-2,-2,1,2,-2,-2,1,NA,NA,NA,NA
916130,1939,2,-2,9,103,-2,1,0,0,6,-3,0,8,5,6,-2,NA,NA,NA,NA,NA
916146,1939,1,-2,2,14,-2,-2,170,0,2,8,0,NA,4,6,-2,3,NA,NA,NA,NA
916149,1939,2,2008,3,-3,-2,-2,0,0,1,-5,-5,0,NA,NA,NA,NA,NA,NA,NA,NA
916150,1939,2,-2,3,53,-2,2,0,0,3,NA,NA,1,9,10,-2,3,12,-2,1,0
916151,1939,2,2004,2,59,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916153,1939,1,-2,3,21,-2,-2,179,0,3,6,7,2,2,4,-2,2,2,4,1,1
916160,1938,2,-2,2,910,-2,-2,0,NA,NA,-5,-5,NA,4,6,-2,10,0,-2,1,2
916164,1939,1,-2,9,85,2,4,200,0,0,6,0,1,6,8,-2,1,8,-2,1,12
916165,1939,1,-2,6,-3,-2,-2,150,0,7,6,0,1,3,8,-2,4,0,-2,1,0
916167,1939,1,1981,2,44,-2,-2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916173,1939,2,-2,4,-3,-2,-2,100,-2,5,-5,-2,3,NA,NA,NA,NA,NA,NA,NA,NA
916174,1939,2,-2,2,34,-2,0,6,-2,0,10,5,0,7,9,-2,4,4,4,1,0
916176,1939,2,-2,9,69,3,7,152,-2,25,-2,-2,4,0,-30,-30,2,NA,NA,NA,NA
916178,1938,2,-2,9,103,-2,-2,0,0,3,6,2,6,10,7,-2,3,NA,NA,NA,NA
916180,1939,1,-2,2,89,-2,-2,112,-2,NA,-2,-2,0,3,-2,-2,-29,NA,NA,NA,NA
916188,1939,2,-2,6,89,2,5,0,-2,2,-2,-2,6,6,-2,-2,12,NA,NA,NA,NA
916190,1939,1,2016,4,118,-2,-2,300,-2,4,-2,-2,1,3,-2,-2,4,NA,NA,NA,NA
916191,1939,2,-2,2,48,-2,-2,100,4,16,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
916194,1938,2,2010,2,36,-2,-3,-3,-2,NA,-2,-2,5,2,-2,-2,NA,NA,NA,NA,NA
916198,1939,2,-2,9,48,-2,-3,-3,0,0,8,3,0,2,0,-2,NA,NA,NA,NA,NA
916199,1939,2,2014,6,67,-2,-2,4,0,8,12,0,2,NA,NA,NA,NA,NA,NA,NA,NA
916206,1937,2,-2,2,64,-2,-2,0,0,12,-3,0,6,0,0,-2,-29,NA,NA,NA,NA
916209,1939,2,-2,5,65,-2,3,0,0,7,8,5,1,4,8,-2,3,6,-2,1,1
916212,1939,2,-2,6,70,-2,-2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916213,1939,2,2001,4,100,-2,-3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916216,1939,2,2022,9,94,-2,-2,100,7,2,10,0,0,4,5,-2,0,NA,NA,NA,NA
916221,1939,2,-2,2,15,-2,-2,65,0,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
916226,1939,1,-2,9,75,-2,1,152,2,1,8,0,1,3,7,-2,0,6,-2,2,0
916229,1939,2,-2,4,88,-2,-2,0,-2,4,-2,-2,10,4,-2,-2,5,NA,NA,NA,NA
916230,1938,1,-2,3,28,-2,-2,140,-2,NA,NA,NA,4,9,-2,-2,8,NA,NA,NA,NA
916234,1939,2,-2,2,27,-2,-2,0,0,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
916236,1938,2,2014,3,50,-2,-2,0,0,12,6,0,2,4,0,-2,NA,NA,NA,NA,NA
916238,1939,2,-2,5,75,-2,-2,60,0,3,6,0,0,2,9,-2,2,6,-2,1,0
916240,1939,1,2021,3,45,-2,-2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916241,1939,1,-2,8,99,1,2,150,0,12,6,0,8,NA,NA,NA,NA,NA,NA,NA,NA
916245,1939,2,2000,9,39,-2,-2,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916250,1939,2,-2,8,75,-2,-2,4,4,3,0,0,5,3,4,-2,5,NA,NA,NA,NA
916258,1939,2,2016,7,62,-2,-3,-3,0,1,9,0,5,NA,NA,NA,NA,NA,NA,NA,NA
916260,1939,2,-2,9,66,-2,-2,80,5,0,0,-2,3,NA,NA,NA,NA,NA,NA,NA,NA
916264,1938,2,-2,4,47,-2,-3,-3,-3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
916266,1939,2,-2,6,45,3,-3,-3,0,4,10,0,7,5,8,-2,5,7,1,1,2
916272,1939,2,-2,7,112,-2,-2,17,0,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
916274,1939,2,2016,7,92,2,4,0,1,13,9,0,4,3,8,-2,12,NA,NA,NA,NA
916275,1938,2,2006,5,60,-2,-2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916277,1939,1,-2,7,93,3,6,230,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916278,1939,2,-2,9,87,-2,-2,16,0,NA,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA
916279,1939,2,-2,9,-3,3,6,0,0,3,10,0,2,4,12,-2,0,8,-2,1,0
916284,1939,1,2003,3,35,-2,-2,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916295,1939,2,-2,9,62,3,6,0,-2,3,-2,-2,5,0,-2,-2,20,NA,NA,NA,NA
916299,1939,2,-2,3,33,-2,-2,0,-2,NA,-2,-2,0,2,-2,-2,1,NA,NA,NA,NA
916301,1939,2,2015,6,70,-2,0,0,0,2,9,-3,8,3,6,-2,NA,NA,NA,NA,NA
916303,1939,2,2009,5,89,-2,-2,25,0,0,8,0,1,NA,NA,NA,NA,NA,NA,NA,NA
916306,1939,2,-2,4,118,-2,-2,3,0,2,6,5,2,5,9,-2,0,7,-2,1,2
916307,1939,2,2008,2,12,-2,-2,15,-2,4,-2,-2,2,NA,NA,NA,NA,NA,NA,NA,NA
916311,1939,2,-2,2,30,-2,-2,2,0,1,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA
916314,1939,2,1999,4,22,-2,-2,1,-2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916317,1939,2,-2,9,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916318,1939,1,-2,9,71,3,6,170,0,1,5,0,2,2,6,-2,1,5,-2,1,0
916320,1939,2,1998,3,27,-2,-2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916321,1939,2,-2,9,77,-2,-3,-3,0,NA,12,4,NA,2,6,5,NA,0,1,1,3
916323,1939,2,-2,5,49,-2,-2,50,-3,4,-5,-5,10,6,8,0,NA,0,-2,2,5
916330,1939,2,2011,3,28,-2,-2,105,0,6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
916333,1938,1,-2,6,-3,-2,-2,0,-2,NA,-2,-2,1,3,-30,-30,-29,NA,NA,NA,NA
916343,1939,2,-2,3,11,-2,-2,59,0,NA,11,0,1,2,10,-2,4,11,-2,1,5
916345,1937,1,2011,5,46,-2,-2,153,0,0,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA
916346,1939,1,1999,2,38,-2,-2,113,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916351,1939,1,-2,9,183,2,4,180,0,8,6,0,0,0,-30,-30,2,NA,NA,NA,NA
916353,1939,1,-2,3,16,-2,-2,70,0,2,7,0,3,3,5,-2,2,2,-2,1,0
916354,1939,1,2003,7,62,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916355,1939,1,-2,9,57,1,2,105,0,0,11,6,1,3,10,6,1,7,-2,1,0
916357,1939,2,-2,6,38,-2,-2,80,-2,10,-2,-2,25,0,-2,-2,20,NA,NA,NA,NA
916367,1939,1,2009,4,39,2,5,220,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
916370,1937,2,-2,3,-3,-2,-2,9,-2,0,-2,-2,0,2,-2,-2,3,0,-2,1,2
916375,1939,1,-2,8,71,3,6,280,0,8,5,0,2,2,8,-2,2,7,-2,2,4
916376,1939,2,2008,5,60,-2,-2,35,-2,4,-2,-2,4,NA,NA,NA,NA,NA,NA,NA,NA
916377,1939,2,-2,6,71,-2,-2,48,0,4,6,4,6,10,10,-2,3,6,1,2,0
916387,1939,2,-2,3,24,-2,-2,80,-2,2,-2,-2,4,0,-2,-2,6,NA,NA,NA,NA
916390,1939,1,2014,6,37,-2,-2,145,0,NA,NA,NA,4,4,11,-2,20,NA,NA,NA,NA
916392,1938,1,2001,4,32,-2,-2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916401,1939,1,-2,5,31,-2,1,400,-2,9,-2,-2,6,0,-2,-2,NA,NA,NA,NA,NA
916409,1939,2,2021,6,71,-2,-2,22,-2,NA,NA,NA,NA,6,-2,-2,NA,NA,NA,NA,NA
916411,1939,2,2011,2,24,-2,-2,0,-2,1,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA
916414,1939,2,-2,9,262,-2,3,30,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
916416,1938,1,2003,5,45,-2,-2,150,-2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916419,1939,2,1987,2,60,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916422,1939,1,-2,4,-3,-2,-2,157,0,6,12,3,2,5,6,-2,3,0,-2,1,5
916424,1939,2,2015,3,-3,-2,-2,3,0,3,6,0,1,4,7,-2,2,NA,NA,NA,NA
916427,1938,2,2020,3,92,-2,-2,0,0,6,9,0,2,4,6,-2,3,NA,NA,NA,NA
916428,1939,1,2016,3,23,-2,-2,100,0,NA,0,0,NA,4,4,-2,-29,NA,NA,NA,NA
916429,1939,2,-2,4,-3,-2,3,0,-2,2,-2,-2,2,4,-2,-2,20,NA,NA,NA,NA
916434,1939,1,-2,7,-3,-2,-2,215,6,4,10,4,0,3,0,-2,NA,NA,NA,NA,NA
916436,1939,2,-2,3,32,-2,-2,18,0,3,8,3,-3,NA,NA,NA,NA,NA,NA,NA,NA
916438,1939,1,1999,2,63,-2,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916444,1938,2,-2,2,56,-2,1,33,-2,6,-2,-2,NA,0,-2,-2,4,NA,NA,NA,NA
916451,1938,2,2000,5,63,4,-3,-3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916456,1939,1,-2,9,64,-2,1,160,0,6,9,0,4,4,11,-2,4,10,-2,1,0
916457,1939,2,1984,9,54,3,8,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916458,1938,1,2020,3,-3,-2,-2,160,0,-3,6,0,2,2,5,-2,5,NA,NA,NA,NA
916461,1939,1,2014,6,49,3,6,138,-2,7,-2,-2,4,5,-2,-2,4,NA,NA,NA,NA
916463,1939,2,-2,9,49,-2,-2,0,-2,10,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
916464,1938,1,2002,9,47,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916475,1939,1,2011,3,52,-2,-2,115,0,2,6,0,4,2,6,-2,NA,NA,NA,NA,NA
916477,1939,2,-2,2,6,-2,-2,0,6,0,0,7,1,2,8,-2,1,6,5,2,0
916481,1938,1,-2,4,44,-2,-2,150,-2,2,-2,-2,2,5,-30,-30,4,NA,NA,NA,NA
916483,1939,2,-2,2,38,-2,-2,8,-3,NA,-5,-5,4,7,4,-2,25,NA,NA,NA,NA
916485,1939,2,2009,5,24,-2,-2,0,6,4,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA
916486,1938,2,2015,2,32,-2,-2,0,0,1,0,0,3,2,4,-2,0,NA,NA,NA,NA
916487,1939,1,-2,4,100,2,5,180,0,5,6,0,4,2,6,-2,3,6,-2,1,0
916489,1939,2,1996,5,54,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916494,1939,1,1957,5,82,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916496,1939,1,1989,2,58,-2,-2,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916499,1939,2,2010,7,-3,-2,-3,-3,0,20,12,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
916501,1939,1,-2,4,17,-2,-2,135,-2,2,-2,-2,2,3,-2,-2,-29,NA,NA,NA,NA
916503,1939,1,2020,5,31,-2,-2,138,0,2,0,0,6,3,10,-2,3,0,3,1,0
916505,1939,2,-2,3,19,-2,-2,65,-2,1,-2,-2,0,4,-2,-2,2,NA,NA,NA,NA
916508,1939,2,-2,4,64,-2,-2,75,0,6,12,0,-3,2,6,-2,NA,6,-2,1,0
916514,1939,1,-2,4,7,-2,-2,0,0,4,0,0,1,2,7,-2,NA,0,-2,1,2
916515,1939,2,2018,6,78,-2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916516,1939,1,1965,3,21,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916517,1939,2,-2,3,122,3,8,0,0,0,11,-2,2,0,4,-2,0,0,-2,0,1
916521,1939,1,-2,9,70,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916522,1938,1,2007,6,57,-2,-2,150,-2,7,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
916523,1939,1,2020,5,76,-2,-2,148,-2,4,-2,-2,2,2,-2,-2,1,NA,NA,NA,NA
916525,1940,1,-2,6,37,3,-3,-3,-2,4,-2,-2,2,3,-30,-30,2,NA,NA,NA,NA
916533,1939,1,2012,9,66,4,10,222,6,7,10,0,3,0,6,-2,NA,NA,NA,NA,NA
916535,1938,1,-2,3,26,-2,-2,100,NA,NA,4,0,2,2,-30,-30,0,2,-2,1,0
916541,1939,2,-2,6,5,-2,-2,50,-2,NA,-2,-2,16,NA,NA,NA,NA,NA,NA,NA,NA
916542,1939,2,2012,6,54,-2,-2,40,6,5,6,6,2,1,5,6,2,NA,NA,NA,NA
916543,1939,2,2009,9,84,-2,-2,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916544,1939,2,2011,7,66,-2,-2,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916547,1939,2,-2,9,125,3,5,150,6,NA,-3,0,1,6,5,-2,5,5,-2,3,0
916548,1939,1,-2,4,29,-2,-2,144,-2,0,-2,-2,1,3,-2,-2,8,NA,NA,NA,NA
916551,1939,1,2014,3,56,-2,-2,105,0,NA,10,0,4,5,9,-2,0,NA,NA,NA,NA
916552,1938,1,2006,7,80,-2,-2,165,6,1,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA
916554,1939,2,-2,3,54,-2,-2,31,0,1,6,0,0,6,7,-2,3,7,-2,1,2
916556,1939,2,1992,2,75,-2,-2,0,-2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916559,1939,2,2021,4,193,-2,2,44,-2,12,7,0,1,0,6,1,12,8,-2,2,28
916560,1939,2,2020,4,60,-2,-2,0,-2,1,-2,-2,1,6,-2,-2,-29,NA,NA,NA,NA
916572,1939,2,-2,4,16,-2,-2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916576,1939,1,-2,9,57,-2,2,196,NA,NA,12,0,2,3,2,-2,1,4,-2,2,2
916579,1939,2,-2,7,-3,-2,-2,95,0,8,9,0,25,0,11,-2,-29,9,-2,0,2
916581,1938,1,-2,3,50,-2,-2,150,0,1,5,3,0,4,6,-2,0,5,-2,1,3
916584,1939,1,2022,5,227,4,8,350,0,10,8,0,10,2,10,-2,-29,8,-2,1,4
916586,1939,1,-2,3,-3,4,8,260,6,3,7,6,8,2,8,-2,6,6,-2,1,0
916591,1939,2,2010,9,71,-2,1,21,0,NA,9,0,3,NA,NA,NA,NA,NA,NA,NA,NA
916593,1939,2,-2,4,99,-2,-2,0,0,12,9,0,4,6,11,-2,1,6,-2,1,5
916596,1939,1,-2,7,89,2,5,700,0,3,6,0,6,1,9,-2,8,6,-2,1,0
916598,1939,2,2018,6,27,2,4,0,-2,2,-2,-2,NA,2,-2,-2,NA,NA,NA,NA,NA
916601,1939,2,2016,3,54,-2,-2,50,-2,0,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
916602,1939,2,2020,7,75,-2,-2,52,5,5,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
916604,1938,2,2006,4,-3,-2,-2,0,0,0,10,0,6,NA,NA,NA,NA,NA,NA,NA,NA
916605,1939,2,-2,6,29,-2,-2,1,0,3,8,0,3,3,12,-2,1,8,4,1,0
916607,1938,2,-2,9,110,-2,-2,40,0,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
916609,1939,1,1983,3,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916610,1939,2,-2,3,70,3,4,6,-2,8,-2,-2,12,2,-2,-2,8,NA,NA,NA,NA
916622,1939,2,2006,7,46,-2,-2,21,0,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA
916624,1939,1,2020,2,17,-2,-2,130,0,3,0,0,2,0,2,-2,5,NA,NA,NA,NA
916630,1939,1,2010,9,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916634,1939,1,2019,6,42,-2,0,110,0,0,5,0,1,0,7,-2,2,NA,NA,NA,NA
916650,1939,2,-2,8,130,2,4,17,-2,NA,11,4,6,2,9,-2,3,6,-2,1,0
916652,1939,1,2021,4,21,-2,-2,250,-2,3,-2,-2,2,2,-2,-2,30,NA,NA,NA,NA
916658,1939,1,2014,6,55,-2,1,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916660,1940,1,1965,2,52,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916661,1939,2,-2,6,50,-2,-2,0,0,3,9,0,11,9,8,-2,6,6,5,2,8
916662,1939,1,-2,3,46,-2,-2,140,0,NA,-5,-5,-3,5,6,-2,NA,6,-2,2,2
916666,1939,2,-2,6,62,-2,1,0,0,14,-3,0,20,NA,NA,NA,NA,NA,NA,NA,NA
916667,1939,1,2015,9,69,-2,-3,-3,-2,0,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
916669,1939,2,2015,4,65,-2,-2,67,-2,0,-2,-2,2,1,-2,-2,2,NA,NA,NA,NA
916670,1940,2,-2,2,-3,1,3,0,0,2,11,6,4,4,9,-2,4,7,-2,1,5
916672,1939,1,-2,4,48,-2,2,93,0,2,5,0,1,7,10,-2,2,5,-2,1,-1
916674,1939,2,-2,3,98,2,4,21,0,1,4,0,4,6,5,-2,4,5,-2,1,5
916675,1939,2,-2,3,-3,-2,-2,60,0,2,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA
916676,1939,2,-2,4,29,-2,-3,-3,-2,12,-2,-2,1,5,-2,-2,-29,NA,NA,NA,NA
916678,1938,2,1988,9,74,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916682,1939,1,2017,9,96,3,5,198,-2,3,-2,-2,8,2,-2,-2,5,NA,NA,NA,NA
916684,1939,2,-2,6,203,-2,-2,7,0,4,8,0,10,3,9,-2,10,7,-2,1,3
916685,1939,1,2011,6,69,-2,-2,170,0,3,9,0,2,2,6,-2,1,NA,NA,NA,NA
916686,1939,2,2008,5,340,-2,-2,94,0,NA,10,0,3,NA,NA,NA,NA,NA,NA,NA,NA
916691,1939,1,-2,4,17,-2,-2,180,NA,NA,4,0,NA,1,4,-2,5,NA,NA,NA,NA
916696,1939,1,-2,2,38,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916700,1939,1,2002,6,-3,2,4,120,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916702,1939,1,-2,5,46,-2,-2,190,0,NA,8,0,0,6,10,-2,NA,6,-2,3,0
916705,1939,2,2022,2,42,-2,-2,100,0,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
916707,1939,2,-2,4,57,-2,-2,0,-2,6,-2,-2,4,NA,NA,NA,NA,NA,NA,NA,NA
916715,1939,2,-2,9,47,-2,-2,0,0,4,6,4,8,3,10,-2,1,6,-2,1,0
916719,1939,2,-2,6,68,-2,-2,40,-2,NA,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
916723,1938,2,-2,6,57,-2,-2,0,0,2,9,0,4,3,6,-2,8,6,-2,1,0
916728,1939,1,-2,3,-3,4,8,220,0,3,12,0,2,2,6,-2,3,6,-2,1,0
916732,1940,1,-2,4,53,-2,-2,115,0,2,-3,0,6,4,-2,5,-1,-2,-2,1,6
916733,1939,1,-2,7,180,3,8,172,0,1,6,0,2,2,6,-2,0,1,-2,1,2
916736,1939,2,-2,2,50,-2,-2,30,5,3,10,5,1,2,10,6,1,NA,NA,NA,NA
916740,1939,2,2021,4,33,-2,-2,0,0,4,NA,NA,NA,2,8,-2,NA,NA,NA,NA,NA
916748,1939,2,2008,3,91,-2,-2,56,0,4,10,0,3,NA,NA,NA,NA,NA,NA,NA,NA
916750,1940,1,-2,3,32,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916755,1939,2,-2,7,98,-2,-2,0,0,2,-5,-5,3,2,8,-2,-29,5,0,1,5
916756,1940,2,-2,8,77,-2,-2,0,3,6,6,0,2,3,10,-2,2,8,-2,1,6
916771,1938,2,-2,7,31,-2,-2,0,0,15,8,0,8,3,6,-2,20,6,-2,1,4
916772,1940,2,-2,2,104,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916773,1939,1,-2,6,57,-2,-2,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916775,1938,1,2018,9,53,-2,-2,130,-2,1,NA,NA,-3,10,-2,-2,0,NA,NA,NA,NA
916778,1939,2,-2,5,102,-2,-2,0,0,NA,NA,NA,NA,1,6,-2,NA,0,-2,2,0
916782,1939,1,-2,6,82,-2,1,120,NA,NA,10,0,4,3,8,-2,2,10,-2,1,0
916785,1939,1,2012,6,129,-2,4,140,0,6,NA,NA,NA,2,6,-2,0,NA,NA,NA,NA
916786,1939,1,-2,5,52,-2,-2,120,0,10,11,0,7,3,5,-2,6,5,-2,1,0
916789,1939,2,-2,8,36,-2,-2,120,NA,NA,9,0,1,3,8,-2,0,10,-2,2,0
916790,1939,2,-2,2,49,-2,-2,40,-2,NA,-2,-2,24,3,-2,-2,30,NA,NA,NA,NA
916791,1939,1,-2,9,404,2,4,91,0,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
916793,1939,2,-2,6,17,2,5,0,0,3,0,0,2,2,5,1,0,-2,0,1,0
916794,1937,1,2003,3,28,-2,-2,130,-2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916795,1938,1,2019,3,64,-2,-2,108,-2,NA,-2,-2,NA,1,-2,-2,4,NA,NA,NA,NA
916796,1938,1,-2,3,53,-2,-2,120,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
916801,1938,2,2016,2,25,-2,-2,40,-2,5,5,-2,12,1,6,4,-29,NA,NA,NA,NA
916803,1939,2,2019,6,65,-2,-2,1,0,3,NA,NA,NA,3,6,-2,3,NA,NA,NA,NA
916804,1939,2,-2,2,79,-2,-2,31,0,3,10,0,5,2,6,-2,1,NA,NA,NA,NA
916809,1939,2,-2,3,98,-2,-2,0,0,6,9,0,8,NA,NA,NA,NA,NA,NA,NA,NA
916810,1939,2,2010,5,13,-2,-2,8,0,NA,9,0,2,NA,NA,NA,NA,NA,NA,NA,NA
916824,1940,2,2019,6,45,-2,-2,15,0,0,11,0,1,2,8,-2,1,NA,NA,NA,NA
916833,1939,1,-2,2,29,-2,0,210,2,NA,NA,NA,NA,3,1,-2,NA,0,4,1,1
916834,1939,1,2020,8,80,-2,-2,280,0,11,7,0,10,1,5,-2,8,NA,NA,NA,NA
916838,1939,1,-2,5,40,-2,-2,130,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA
916839,1939,2,-2,3,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916842,1938,1,2017,6,70,-2,0,220,NA,NA,11,5,6,2,7,-2,NA,NA,NA,NA,NA
916850,1939,2,1998,6,20,-2,-2,60,-2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
